Date,Time,open,close,high,low,open_day,close_day,high_day,low_day,rsi_daily,volume_daily,ATR_daily,AvgATR_50,slowK,slowD
1200630,2300,143.99000000000001,135.80000000000001,144.40000000000001,134.40000000000001,143.99000000000001,135.80000000000001,144.40000000000001,134.40000000000001,46.26,6738397.00,10.00,11.86,33.68,40.89
1200701,2300,133.47999999999999,131.56,135.63999999999999,130.63999999999999,133.47999999999999,131.56,135.63999999999999,130.63999999999999,44.08,6205536.00,5.16,11.54,17.34,31.26
1200702,2300,126.12,129.28,130.31999999999999,124.12,126.12,129.28,130.31999999999999,124.12,42.91,6983987.00,7.44,11.47,6.35,19.12
1200706,2300,125.08,129.12,130.62,124.76000000000001,125.08,129.12,130.62,124.76000000000001,42.83,5901417.00,5.86,11.41,8.41,10.70
1200707,2300,130.19999999999999,133.56,134.0,126.66,130.19999999999999,133.56,134.0,126.66,46.05,6155901.00,7.34,11.35,17.57,10.78
1200708,2300,131.56,130.19999999999999,135.84,129.84,131.56,130.19999999999999,135.84,129.84,44.03,6190676.00,6.00,11.18,22.70,16.23
1200709,2300,130.36000000000001,132.24000000000001,138.03999999999999,129.31999999999999,130.36000000000001,132.24000000000001,138.03999999999999,129.31999999999999,45.59,8074985.00,8.72,11.15,26.95,22.41
1200710,2300,133.12,128.59999999999999,135.91,128.52000000000001,133.12,128.59999999999999,135.91,128.52000000000001,43.27,5721178.00,7.39,11.04,21.30,23.65
1200713,2300,127.23999999999999,140.96000000000001,141.56,126.92,127.23999999999999,140.96000000000001,141.56,126.92,52.18,8623525.00,14.64,11.13,33.56,27.27
1200714,2300,141.08000000000001,132.84,144.03999999999999,132.47999999999999,141.08000000000001,132.84,144.03999999999999,132.47999999999999,46.96,11531495.00,11.56,11.03,34.25,29.70
1200715,2300,128.88,129.03999999999999,134.72,128.52000000000001,128.88,129.03999999999999,134.72,128.52000000000001,44.71,7136203.00,6.20,10.93,35.08,34.30
1200716,2300,131.87,127.04000000000001,132.28,126.40000000000001,131.87,127.04000000000001,132.28,126.40000000000001,43.52,6887704.00,5.88,10.83,19.28,29.53
1200717,2300,125.72,122.48,126.92,122.28,125.72,122.48,126.92,122.28,40.87,4787471.00,4.76,10.80,9.26,21.21
1200720,2300,120.88,116.92,121.56,114.92,120.88,116.92,121.56,114.92,37.83,6717869.00,7.56,10.79,5.83,11.46
1200721,2300,114.0,117.95999999999999,119.40000000000001,112.59999999999999,114.0,117.95999999999999,119.40000000000001,112.59999999999999,38.75,9009521.00,6.80,10.72,8.30,7.80
1200722,2300,118.59999999999999,116.64,120.36,116.52,118.59999999999999,116.64,120.36,116.52,37.98,5632533.00,3.84,10.52,12.34,8.83
1200723,2300,115.59999999999999,120.28,122.72,114.8,115.59999999999999,120.28,122.72,114.8,41.42,8791657.00,7.92,10.31,18.11,12.92
1200724,2300,124.08,120.68000000000001,125.81999999999999,120.56,124.08,120.68000000000001,125.81999999999999,120.56,41.80,8248282.00,5.54,9.98,20.99,17.15
1200727,2300,119.16,117.36,120.73999999999999,117.08,119.16,117.36,120.73999999999999,117.08,39.50,5213496.00,3.66,9.62,21.76,20.29
1200728,2300,117.31999999999999,116.68000000000001,118.31999999999999,112.92,117.31999999999999,116.68000000000001,118.31999999999999,112.92,39.03,6415553.00,5.40,9.46,17.94,20.23
1200729,2300,114.76000000000001,114.28,116.36,113.68000000000001,114.76000000000001,114.28,116.36,113.68000000000001,37.33,5236823.00,3.00,9.29,11.15,16.95
1200730,2300,119.44,116.8,125.08,116.0,119.44,116.8,125.08,116.0,40.27,8130825.00,10.80,9.32,10.56,13.22
1200731,2300,113.68000000000001,114.08,119.72,113.52,113.68000000000001,114.08,119.72,113.52,38.18,7690694.00,6.20,9.25,7.80,9.84
1200803,2300,113.23999999999999,113.84,115.03,112.44,113.23999999999999,113.84,115.03,112.44,38.00,5011377.00,2.59,9.14,8.31,8.89
1200804,2300,113.44,110.48,113.44,110.12,113.44,110.48,113.44,110.12,35.39,4924404.00,3.72,9.12,4.27,6.80
1200805,2300,108.72,108.16,110.31999999999999,107.8,108.72,108.16,110.31999999999999,107.8,33.67,5124734.00,2.68,9.03,3.34,5.31
1200806,2300,108.44,106.95999999999999,109.31999999999999,106.59999999999999,108.44,106.95999999999999,109.31999999999999,106.59999999999999,32.78,5409394.00,2.72,8.89,1.79,3.13
1200807,2300,108.23999999999999,106.12,108.56,105.08,108.23999999999999,106.12,108.56,105.08,32.14,7379293.00,3.48,8.83,2.98,2.70
1200810,2300,104.56,103.0,106.2,102.64,104.56,103.0,106.2,102.64,29.82,6440766.00,3.56,8.73,2.79,2.52
1200811,2300,100.59999999999999,107.8,108.56,100.12,100.59999999999999,107.8,108.56,100.12,37.32,9027937.00,8.44,8.81,13.04,6.27
1200812,2300,103.72,102.12,104.12,101.26000000000001,103.72,102.12,104.12,101.26000000000001,32.85,7097174.00,6.54,8.85,13.46,9.76
1200813,2300,102.68000000000001,102.04000000000001,103.40000000000001,99.59999999999999,102.68000000000001,102.04000000000001,103.40000000000001,99.59999999999999,32.79,7129467.00,3.80,8.80,15.76,14.09
1200814,2300,102.92,101.76000000000001,103.76000000000001,101.23999999999999,102.92,101.76000000000001,103.76000000000001,101.23999999999999,32.56,6763853.00,2.52,8.72,8.61,12.61
1200817,2300,99.56,98.36,100.40000000000001,97.68000000000001,99.56,98.36,100.40000000000001,97.68000000000001,29.90,4901300.00,4.08,8.64,6.74,10.37
1200818,2300,97.52,97.31999999999999,99.72,96.40000000000001,97.52,97.31999999999999,99.72,96.40000000000001,29.12,5534817.00,3.32,8.61,4.61,6.65
1200819,2300,96.52,99.08,99.76000000000001,95.8,96.52,99.08,99.76000000000001,95.8,32.35,8906716.00,3.96,8.56,6.10,5.82
1200820,2300,102.95999999999999,98.0,103.36,97.59999999999999,102.95999999999999,98.0,103.36,97.59999999999999,31.41,8860549.00,5.76,8.50,8.91,6.54
1200821,2300,99.76000000000001,98.52,100.16,97.94,99.76000000000001,98.52,100.16,97.94,32.43,6429988.00,2.22,7.65,13.49,9.50
1200824,2300,95.8,98.08,99.14,95.52,95.8,98.08,99.14,95.52,31.99,6883291.00,3.62,7.11,14.48,12.29
1200825,2300,98.40000000000001,97.56,101.3,96.92,98.40000000000001,97.56,101.3,96.92,31.46,6560733.00,4.38,6.70,15.83,14.60
1200826,2300,96.95999999999999,99.72,100.36,94.56,96.95999999999999,99.72,100.36,94.56,36.25,7418276.00,5.80,6.49,22.91,17.74
1200827,2300,98.76000000000001,102.88,110.8,97.72,98.76000000000001,102.88,110.8,97.72,42.57,13463953.00,13.08,6.62,35.24,24.66
1200828,2300,104.08,102.31999999999999,108.44,100.64,104.08,102.31999999999999,108.44,100.64,41.78,8718749.00,7.80,6.65,45.70,34.62
1200831,2300,104.97,107.40000000000001,108.36,102.72,104.97,107.40000000000001,108.36,102.72,50.72,9084204.00,6.04,6.53,59.36,46.77
1200901,2300,107.40000000000001,109.08,109.84,106.56,107.40000000000001,109.08,109.84,106.56,53.28,7237642.00,3.28,6.38,72.09,59.05
1200902,2300,108.95999999999999,111.76000000000001,112.92,108.52,108.95999999999999,111.76000000000001,112.92,108.52,57.10,10132164.00,4.40,6.34,87.65,73.03
1200903,2300,113.28,126.84,131.03999999999999,109.20999999999999,113.28,126.84,131.03999999999999,109.20999999999999,71.32,29757634.00,21.83,6.46,90.04,83.26
1200904,2300,123.64,115.68000000000001,136.31999999999999,114.16,123.64,115.68000000000001,136.31999999999999,114.16,56.42,27723278.00,22.16,6.68,73.08,83.59
1200908,2300,124.95999999999999,113.12,126.0,112.64,124.95999999999999,113.12,126.0,112.64,53.65,15979798.00,13.36,6.73,59.97,74.36
1200909,2300,110.23999999999999,107.31999999999999,111.40000000000001,105.40000000000001,110.23999999999999,107.31999999999999,111.40000000000001,105.40000000000001,47.91,9479065.00,7.72,6.69,41.86,58.30
1200910,2300,106.36,108.52,111.12,105.44,106.36,108.52,111.12,105.44,49.12,9801416.00,5.68,6.60,36.14,45.99
1200911,2300,105.56,102.08,108.72,101.95999999999999,105.56,102.08,108.72,101.95999999999999,43.30,10646208.00,6.76,6.64,27.33,35.11
1200914,2300,100.68000000000001,100.28,101.8,98.84,100.68000000000001,100.28,101.8,98.84,41.81,7572127.00,3.24,6.55,21.71,28.40
1200915,2300,99.28,100.12,101.95999999999999,98.76000000000001,99.28,100.12,101.95999999999999,98.76000000000001,41.67,6376078.00,3.20,6.50,15.01,21.35
1200916,2300,99.48,99.84,100.0,97.09999999999999,99.48,99.84,100.0,97.09999999999999,41.41,7452227.00,3.02,6.41,11.42,16.05
1200917,2300,102.92,97.56,103.23999999999999,97.12,102.92,97.56,103.23999999999999,97.12,39.29,7776749.00,6.12,6.42,7.29,11.24
1200918,2300,96.84,97.48,99.92,94.68000000000001,96.84,97.48,99.92,94.68000000000001,39.21,8654576.00,5.24,6.35,5.00,7.90
1200921,2300,101.59999999999999,100.64,106.59999999999999,100.18000000000001,101.59999999999999,100.64,106.59999999999999,100.18000000000001,43.83,9971301.00,9.12,6.38,7.53,6.60
1200922,2300,100.48,101.44,104.16,100.44,100.48,101.44,104.16,100.44,44.97,5823768.00,3.72,6.16,12.42,8.32
1200923,2300,101.08,106.8,106.88,100.59999999999999,101.08,106.8,106.88,100.59999999999999,52.00,7325181.00,6.28,6.06,19.88,13.28
1200924,2300,106.92,104.76000000000001,108.0,102.95999999999999,106.92,104.76000000000001,108.0,102.95999999999999,49.41,6855093.00,5.04,6.03,23.18,18.50
1200925,2300,104.88,102.16,105.68000000000001,101.52,104.88,102.16,105.68000000000001,101.52,46.25,5908333.00,4.16,6.00,25.90,22.99
1200928,2300,101.31999999999999,101.44,102.59999999999999,101.04000000000001,101.31999999999999,101.44,102.59999999999999,101.04000000000001,45.39,4565335.00,1.56,5.93,27.12,25.40
1200929,2300,101.88,99.76000000000001,102.0,98.22,101.88,99.76000000000001,102.0,98.22,43.35,5679243.00,3.78,5.86,29.96,27.66
1200930,2300,98.44,99.59999999999999,100.72,97.16,98.44,99.59999999999999,100.72,97.16,43.15,6431866.00,3.56,5.79,35.51,30.86
1201001,2300,98.44,100.04000000000001,101.59999999999999,98.44,98.44,100.04000000000001,101.59999999999999,98.44,43.91,6038234.00,3.16,5.78,35.07,33.51
1201002,2300,105.23999999999999,103.12,105.52,101.16,105.23999999999999,103.12,105.52,101.16,49.06,7483673.00,5.48,5.73,46.02,38.86
1201005,2300,102.12,99.88,103.2,99.09999999999999,102.12,99.88,103.2,99.09999999999999,44.44,5211750.00,4.10,5.70,47.55,42.88
1201006,2300,99.04000000000001,101.28,102.16,97.17,99.04000000000001,101.28,102.16,97.17,46.77,8701599.00,4.99,5.73,50.65,48.07
1201007,2300,99.31999999999999,97.95999999999999,99.72,97.23999999999999,99.31999999999999,97.95999999999999,99.72,97.23999999999999,42.25,4862310.00,4.04,5.70,37.74,45.31
1201008,2300,96.84,94.04000000000001,97.40000000000001,93.84,96.84,94.04000000000001,97.40000000000001,93.84,37.62,6309741.00,4.12,5.72,24.71,37.70
1201009,2300,91.23999999999999,89.16,91.28,89.12,91.23999999999999,89.16,91.28,89.12,32.80,7283523.00,4.92,5.61,7.59,23.35
1201012,2300,87.59999999999999,87.40000000000001,89.16,87.12,87.59999999999999,87.40000000000001,89.16,87.12,31.25,7814260.00,2.04,5.52,0.96,11.09
1201013,2300,88.40000000000001,88.59999999999999,90.36,87.84,88.40000000000001,88.59999999999999,90.36,87.84,33.56,5848856.00,2.96,5.53,2.97,3.84
1201014,2300,87.8,87.68000000000001,89.04000000000001,86.31999999999999,87.8,87.68000000000001,89.04000000000001,86.31999999999999,32.65,7405636.00,2.72,5.51,5.10,3.01
1201015,2300,91.64,88.44,92.40000000000001,88.16,91.64,88.44,92.40000000000001,88.16,34.23,8151661.00,4.72,5.55,8.34,5.47
1201016,2300,88.31999999999999,89.08,89.08,86.95999999999999,88.31999999999999,89.08,89.08,86.95999999999999,35.60,5860334.00,2.12,5.54,10.80,8.08
1201019,2300,88.59999999999999,92.95999999999999,93.52,88.44,88.59999999999999,92.95999999999999,93.52,88.44,43.31,6951446.00,5.08,5.57,20.00,13.05
1201020,2300,92.31999999999999,92.92,93.44,91.48,92.31999999999999,92.92,93.44,91.48,43.26,7437941.00,1.96,5.54,27.78,19.53
1201021,2300,92.40000000000001,90.72,93.64,90.13,92.40000000000001,90.72,93.64,90.13,40.10,6793556.00,3.51,5.44,30.63,26.13
1201022,2300,90.56,88.59999999999999,91.36,87.76000000000001,90.56,88.59999999999999,91.36,87.76000000000001,37.28,5668676.00,3.60,5.38,24.02,27.48
1201023,2300,88.23999999999999,88.68000000000001,90.64,88.08,88.23999999999999,88.68000000000001,90.64,88.08,37.46,4731342.00,2.56,5.36,17.41,24.02
1201026,2300,90.8,96.68000000000001,98.28,89.88,90.8,96.68000000000001,98.28,89.88,52.15,12723315.00,9.60,5.50,32.52,24.65
1201027,2300,96.67,97.08,98.76000000000001,95.0,96.67,97.08,98.76000000000001,95.0,52.75,8526150.00,3.76,5.49,56.33,35.42
1201028,2300,104.40000000000001,110.92,111.06999999999999,103.08,104.40000000000001,110.92,111.06999999999999,103.08,67.75,19288086.00,13.99,5.71,90.37,59.74
1201029,2300,108.68000000000001,103.0,110.84,99.76000000000001,108.68000000000001,103.0,110.84,99.76000000000001,56.66,11750450.00,11.16,5.85,84.02,76.91
1201030,2300,104.72,106.12,108.04000000000001,103.08,104.72,106.12,108.04000000000001,103.08,59.48,10017410.00,5.04,5.84,82.26,85.55
1201102,2300,101.31999999999999,103.76000000000001,105.2,101.0,101.31999999999999,103.76000000000001,105.2,101.0,56.49,10383983.00,5.12,5.89,72.62,79.63
1201103,2300,100.59999999999999,98.04000000000001,101.23999999999999,96.76000000000001,100.59999999999999,98.04000000000001,101.23999999999999,96.76000000000001,49.94,9736687.00,7.00,5.96,65.64,73.51
1201104,2300,94.0,89.40000000000001,94.23999999999999,88.8,94.0,89.40000000000001,94.23999999999999,88.8,42.02,16302447.00,9.24,6.06,42.43,60.23
1201105,2300,86.64,87.92,88.92,85.76000000000001,86.64,87.92,88.92,85.76000000000001,40.82,9129144.00,3.64,6.02,21.32,43.13
1201106,2300,87.2,82.08,87.28,82.04000000000001,87.2,82.08,87.28,82.04000000000001,36.42,10651898.00,5.88,5.87,5.91,23.22
1201109,2300,76.56,80.28,80.44,72.88,76.56,80.28,80.44,72.88,35.16,14982603.00,9.20,5.90,10.38,12.54
1201110,2300,78.28,77.88,81.2,77.68000000000001,78.28,77.88,81.2,77.68000000000001,33.50,8493073.00,3.52,5.85,11.80,9.36
1201111,2300,76.59999999999999,75.95999999999999,77.59999999999999,74.52,76.59999999999999,75.95999999999999,77.59999999999999,74.52,32.19,8217308.00,3.36,5.85,13.51,11.90
1201112,2300,77.11,81.31999999999999,83.0,76.28,77.11,81.31999999999999,83.0,76.28,39.33,16744129.00,7.04,5.90,14.42,13.24
1201113,2300,78.59999999999999,76.31999999999999,78.68000000000001,75.0,78.59999999999999,76.31999999999999,78.68000000000001,75.0,35.57,9478863.00,6.32,5.59,13.06,13.66
1201116,2300,74.44,74.16,77.2,74.16,74.44,74.16,77.2,74.16,34.05,8109992.00,3.04,5.21,11.49,12.99
1201117,2300,75.95999999999999,73.2,76.40000000000001,73.04000000000001,75.95999999999999,73.2,76.40000000000001,73.04000000000001,33.37,8178304.00,3.36,5.01,4.41,9.65
1201118,2300,72.44,75.36,76.0,71.68000000000001,72.44,75.36,76.0,71.68000000000001,36.45,9119639.00,4.32,4.94,4.69,6.86
1201119,2300,75.16,74.56,76.28,73.31999999999999,75.16,74.56,76.28,73.31999999999999,35.79,7127711.00,2.96,4.89,6.38,5.16
1201120,2300,74.48,74.40000000000001,74.72,72.95999999999999,74.48,74.40000000000001,74.72,72.95999999999999,35.65,7244093.00,1.76,4.79,9.33,6.80
1201123,2300,73.40000000000001,73.44,74.90000000000001,72.16,73.40000000000001,73.44,74.90000000000001,72.16,34.78,8152762.00,2.74,4.78,8.59,8.10
1201124,2300,71.92,72.2,73.45999999999999,71.76000000000001,71.92,72.2,73.45999999999999,71.76000000000001,33.63,8450426.00,1.70,4.75,7.21,8.38
1201125,2300,72.28,69.56,73.23999999999999,69.44,72.28,69.56,73.23999999999999,69.44,31.28,6235212.00,3.80,4.76,4.16,6.66
1201127,2300,69.0,70.04000000000001,70.55,68.40000000000001,69.0,70.04000000000001,70.55,68.40000000000001,32.21,4123682.00,2.15,4.68,4.59,5.32
1201130,2300,70.28,68.72,72.68000000000001,68.59999999999999,70.28,68.72,72.68000000000001,68.59999999999999,30.96,7111855.00,4.08,4.66,4.42,4.39
1201201,2300,68.04000000000001,69.40000000000001,69.68000000000001,67.59999999999999,68.04000000000001,69.40000000000001,69.68000000000001,67.59999999999999,32.41,9515308.00,2.08,4.52,8.43,5.81
1201202,2300,69.52,69.04000000000001,69.52,67.56,69.52,69.04000000000001,69.52,67.56,32.03,7652987.00,1.96,4.49,7.92,6.92
1201203,2300,68.2,69.68000000000001,70.26000000000001,68.0,68.2,69.68000000000001,70.26000000000001,68.0,33.53,8596836.00,2.26,4.41,12.87,9.74
1201204,2300,68.84,68.44,68.88,67.8,68.84,68.44,68.88,67.8,32.05,8656391.00,1.88,4.34,12.38,11.06
1201207,2300,69.16,68.84,69.54000000000001,68.48,69.16,68.84,69.54000000000001,68.48,33.08,7489837.00,1.10,4.28,14.46,13.23
1201208,2300,69.28,66.36,69.38,66.36,69.28,66.36,69.38,66.36,30.05,7457534.00,3.02,4.31,7.61,11.48
1201209,2300,65.64,68.8,69.40000000000001,65.12,65.64,68.8,69.40000000000001,65.12,36.23,16765700.00,4.28,4.32,16.58,12.88
1201210,2300,69.36,69.44,69.88,67.54000000000001,69.36,69.44,69.88,67.54000000000001,37.79,11551385.00,2.34,4.30,25.92,16.70
1201211,2300,71.16,72.0,73.92,70.08,71.16,72.0,73.92,70.08,43.69,14058260.00,4.48,4.32,48.44,30.31
1201214,2300,69.68000000000001,73.64,73.92,69.04000000000001,69.68000000000001,73.64,73.92,69.04000000000001,47.15,9848443.00,4.88,4.31,69.53,47.97
1201215,2300,71.95999999999999,70.23999999999999,72.8,70.16,71.95999999999999,70.23999999999999,72.8,70.16,41.46,10592185.00,3.48,4.30,74.95,64.31
1201216,2300,70.08,67.95999999999999,70.84,67.88,70.08,67.95999999999999,70.84,67.88,38.14,10421775.00,2.96,4.26,62.42,68.97
1201217,2300,68.08,67.0,68.48,66.48,68.08,67.0,68.48,66.48,36.80,9801042.00,2.00,4.22,37.27,58.21
1201218,2300,67.52,68.31999999999999,70.28,67.48,67.52,68.31999999999999,70.28,67.48,39.92,12979799.00,3.28,4.20,30.00,43.23
1201221,2300,75.12,73.76000000000001,77.88,72.23999999999999,75.12,73.76000000000001,77.88,72.23999999999999,50.72,22317767.00,9.56,4.29,45.19,37.49
1201222,2300,72.92,72.44,73.92,72.04000000000001,72.92,72.44,73.92,72.04000000000001,48.45,9096113.00,1.88,4.29,55.83,43.67
1201223,2300,70.88,69.52,71.06,68.23999999999999,70.88,69.52,71.06,68.23999999999999,43.77,8262285.00,4.20,4.31,53.19,51.40
1201224,2300,68.52,67.52,68.56,67.5,68.52,67.52,68.56,67.5,40.86,3510678.00,2.02,4.30,36.89,48.63
1201228,2300,66.52,67.28,67.36,66.23999999999999,66.52,67.28,67.36,66.23999999999999,40.51,5023795.00,1.28,4.23,23.41,37.83
1201229,2300,66.31999999999999,69.72,71.04000000000001,66.23999999999999,66.31999999999999,69.72,71.04000000000001,66.23999999999999,45.59,9087976.00,4.80,4.28,23.93,28.07
1201230,2300,69.40000000000001,67.2,69.72,66.95999999999999,69.40000000000001,67.2,69.72,66.95999999999999,41.63,6893111.00,2.76,4.24,20.78,22.70
1201231,2300,67.12,67.16,68.28,65.84,67.12,67.16,68.28,65.84,41.57,7337167.00,2.44,4.25,18.88,21.19
1210104,2300,67.08,73.0,75.2,67.0,67.08,73.0,75.2,67.0,52.60,17689956.00,8.20,4.34,26.43,22.03
1210105,2300,74.76000000000001,70.56,74.84,69.94,74.76000000000001,70.56,74.84,69.94,48.48,11652609.00,4.90,4.37,36.54,27.28
1210106,2300,69.88,70.2,72.0,66.16,69.88,70.2,72.0,66.16,47.89,18567598.00,5.84,4.43,44.96,35.98
1210107,2300,67.2,66.0,67.48,66.0,67.2,66.0,67.48,66.0,41.48,9767076.00,4.20,4.33,25.58,35.70
1210108,2300,65.59999999999999,65.40000000000001,67.76000000000001,64.92,65.59999999999999,65.40000000000001,67.76000000000001,64.92,40.65,11105987.00,2.84,4.31,13.50,28.01
1210111,2300,67.8,69.36,69.59999999999999,66.76000000000001,67.8,69.36,69.59999999999999,66.76000000000001,48.08,10320863.00,4.20,4.11,13.38,17.49
1210112,2300,67.8,67.0,69.8,66.8,67.8,67.0,69.8,66.8,44.51,8435363.00,3.00,3.95,19.34,15.41
1210113,2300,66.95999999999999,65.95999999999999,67.44,65.36,66.95999999999999,65.95999999999999,67.44,65.36,42.99,7319897.00,2.08,3.89,22.55,18.42
1210114,2300,65.40000000000001,66.72,67.08,64.56,65.40000000000001,66.72,67.08,64.56,44.48,9417713.00,2.52,3.84,16.92,19.60
1210115,2300,67.72,68.44,70.0,66.72,67.72,68.44,70.0,66.72,47.80,14437857.00,3.28,3.76,22.43,20.64
1210119,2300,66.76000000000001,66.52,67.72,66.12,66.76000000000001,66.52,67.72,66.12,44.59,10834955.00,2.32,3.62,25.06,21.47
1210120,2300,65.64,65.23999999999999,66.59999999999999,64.88,65.64,65.23999999999999,66.59999999999999,64.88,42.54,8728267.00,1.72,3.59,20.43,22.64
1210121,2300,65.28,64.72,66.31999999999999,64.59999999999999,65.28,64.72,66.31999999999999,64.59999999999999,41.70,10699435.00,1.72,3.50,8.77,18.09
1210122,2300,66.31999999999999,65.59999999999999,66.7,64.8,66.31999999999999,65.59999999999999,66.7,64.8,43.73,10742077.00,1.98,3.36,5.89,11.70
1210125,2300,66.2,68.23999999999999,71.09999999999999,65.76000000000001,66.2,68.23999999999999,71.09999999999999,65.76000000000001,49.40,18518593.00,5.50,3.40,15.46,10.04
1210126,2300,67.04000000000001,68.8,68.8,64.2,67.04000000000001,68.8,68.8,64.2,50.54,12165467.00,4.60,3.42,32.45,17.93
1210127,2300,70.68000000000001,81.0,82.23999999999999,70.56,70.68000000000001,81.0,82.23999999999999,70.56,67.64,31098585.00,13.44,3.55,69.44,39.12
1210128,2300,77.52,79.16,81.12,75.28,77.52,79.16,81.12,75.28,64.04,19174519.00,5.84,3.54,82.86,61.58
1210129,2300,81.16,84.31999999999999,87.04000000000001,76.76000000000001,81.16,84.31999999999999,87.04000000000001,76.76000000000001,69.02,30786907.00,10.28,3.69,88.05,80.12
1210201,2300,80.36,79.52,85.16,78.42,80.36,79.52,85.16,78.42,60.62,16282682.00,6.74,3.75,79.10,83.34
1210202,2300,75.64,72.76000000000001,75.84,72.0,75.64,72.76000000000001,75.84,72.0,51.17,10596638.00,7.52,3.82,64.21,77.12
1210203,2300,71.16,69.0,72.23999999999999,68.88,71.16,69.0,72.23999999999999,68.88,46.80,9367931.00,3.88,3.84,41.86,61.72
1210204,2300,67.52,66.0,67.68000000000001,66.0,67.52,66.0,67.68000000000001,66.0,43.60,7632096.00,3.00,3.86,22.12,42.73
1210205,2300,65.68000000000001,65.88,67.23999999999999,65.64,65.68000000000001,65.88,67.23999999999999,65.64,43.47,8669665.00,1.60,3.84,12.08,25.36
1210208,2300,65.52,65.31999999999999,66.52,65.31999999999999,65.52,65.31999999999999,66.52,65.31999999999999,42.84,6537724.00,1.20,3.83,6.71,13.64
1210209,2300,66.23999999999999,65.59999999999999,66.68000000000001,64.76000000000001,66.23999999999999,65.59999999999999,66.68000000000001,64.76000000000001,43.29,8565446.00,1.92,3.79,6.13,8.31
1210210,2300,65.16,66.68000000000001,68.59999999999999,65.04000000000001,65.16,66.68000000000001,68.59999999999999,65.04000000000001,45.06,16740337.00,3.56,3.82,7.30,6.71
1210211,2300,65.84,65.12,68.16,65.04000000000001,65.84,65.12,68.16,65.04000000000001,42.97,12312057.00,3.12,3.80,7.01,6.81
1210212,2300,65.72,62.96,65.72,62.84,65.72,62.96,65.72,62.84,40.19,12277726.00,2.88,3.81,5.04,6.45
1210216,2300,63.24,63.64,64.36,62.4,63.24,63.64,64.36,62.4,41.47,13395502.00,1.96,3.81,3.18,5.07
1210217,2300,64.64,62.32,65.72,62.12,64.64,62.32,65.72,62.12,39.69,13799696.00,3.60,3.84,2.11,3.44
1210218,2300,64.08,62.64,64.88,62.0,64.08,62.64,64.88,62.0,40.36,13717265.00,2.88,3.86,2.79,2.69
1210219,2300,62.08,60.4,62.26,59.68,62.08,60.4,62.26,59.68,37.25,15575108.00,2.96,3.90,2.07,2.32
1210222,2300,62.4,62.92,62.96,60.6,62.4,62.92,62.96,60.6,42.61,13786236.00,2.56,3.89,6.90,3.92
1210223,2300,63.28,60.32,66.40000000000001,60.24,63.28,60.32,66.40000000000001,60.24,38.92,23321337.00,6.16,3.93,8.49,5.82
1210224,2300,61.92,57.92,62.56,57.76,61.92,57.92,62.56,57.76,35.83,14923477.00,4.80,3.98,10.21,8.53
1210225,2300,59.2,67.16,68.8,58.2,59.2,67.16,68.8,58.2,51.71,38904226.00,10.88,4.10,29.62,16.11
1210226,2300,64.31999999999999,64.12,69.16,62.6,64.31999999999999,64.12,69.16,62.6,47.54,30340711.00,6.56,4.14,47.84,29.22
1210301,2300,60.32,59.36,60.32,58.6,60.32,59.36,60.32,58.6,41.85,13451392.00,5.52,4.18,51.30,42.92
1210302,2300,59.48,59.88,60.19,58.64,59.48,59.88,60.19,58.64,42.66,12459196.00,1.55,4.15,29.47,42.87
1210303,2300,59.44,62.44,62.6,58.92,59.44,62.44,62.6,58.92,46.59,25533560.00,3.68,4.18,24.56,35.11
1210304,2300,61.72,65.08,67.84,60.32,61.72,65.08,67.84,60.32,50.37,30643056.00,7.52,4.27,41.29,31.77
1210305,2300,62.6,60.48,66.95999999999999,60.28,62.6,60.48,66.95999999999999,60.28,44.47,25969922.00,6.68,4.21,43.04,36.30
1210308,2300,60.6,61.56,62.08,59.32,60.6,61.56,62.08,59.32,46.07,17492812.00,2.76,4.23,40.47,41.60
1210309,2300,59.84,59.08,60.12,58.36,59.84,59.08,60.12,58.36,43.00,13218506.00,3.20,4.21,22.92,35.48
1210310,2300,57.48,58.32,58.78,57.48,57.48,58.32,58.78,57.48,42.08,11413537.00,1.60,4.20,17.29,26.89
1210311,2300,57.4,56.88,57.52,56.48,57.4,56.88,57.52,56.48,40.32,10685379.00,1.84,4.21,7.16,15.79
1210312,2300,57.92,55.8,58.12,55.8,57.92,55.8,58.12,55.8,38.99,11852017.00,2.32,4.16,3.29,9.24
1210315,2300,55.64,52.64,56.06,52.44,55.64,52.64,56.06,52.44,35.34,12619490.00,3.62,4.18,1.40,3.95
1210316,2300,52.56,52.64,52.72,51.08,52.56,52.64,52.72,51.08,35.34,12806700.00,1.64,4.16,3.65,2.78
1210317,2300,53.2,50.36,53.5,50.28,53.2,50.36,53.5,50.28,32.78,16423598.00,3.22,4.06,3.43,2.83
1210318,2300,51.44,53.16,53.64,50.4,51.44,53.16,53.64,50.4,38.67,15636887.00,3.28,4.03,8.29,5.12
1210319,2300,52.84,51.08,54.24,50.8,52.84,51.08,54.24,50.8,36.14,14359382.00,3.44,3.98,6.96,6.23
1210322,2300,50.48,47.76,50.76,47.4,50.48,47.76,50.76,47.4,32.48,12056629.00,3.68,3.97,7.27,7.51
1210323,2300,48.12,50.0,50.9,47.92,48.12,50.0,50.9,47.92,37.10,15349442.00,3.14,3.98,6.43,6.89
1210324,2300,48.96,50.44,50.48,47.96,48.96,50.44,50.48,47.96,38.00,11971562.00,2.52,3.95,9.93,7.88
